Name,Name-Malayalam,Brand,Category,Sub Category,Derived STC-600x600,Created STC-600x600,STC-600x600,Derived STC-1000x1000,Created STC-1000x1000,STC-1000x1000,IMG-1080x1920,Product ID,ST,SD,STC
Bodhini Steam Puttu Podi 1Kg,ബോധിനി സ്റ്റീം പുട്ട് പൊടി ഒരു കിലോ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382339/Bodhini_Steam_Puttu_Podi_1Kg_oth0ep.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382339/Bodhini_Steam_Puttu_Podi_1Kg_oth0ep.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382339/Bodhini_Steam_Puttu_Podi_1Kg_oth0ep.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382339/Bodhini_Steam_Puttu_Podi_1Kg_oth0ep.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382339/Bodhini_Steam_Puttu_Podi_1Kg_oth0ep.png",,32,Bodhini Steam Puttu Podi 1Kg,Bodhini Steam Puttu Podi 1Kg,https://res.cloudinary.com/deehc60xa/image/upload/v1773382339/Bodhini_Steam_Puttu_Podi_1Kg_oth0ep.png
Brinjal,വഴുതന,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776436/Brinjal_m60mgk.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776436/Brinjal_m60mgk.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776436/Brinjal_m60mgk.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776436/Brinjal_m60mgk.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776436/Brinjal_m60mgk.png,,33,Brinjal,Brinjal,https://res.cloudinary.com/deehc60xa/image/upload/v1772776436/Brinjal_m60mgk.png
Britannia Milk Bikis,ബ്രിട്ടാനിയ മിൽക്ക് ബിക്കിസ്,Britannia,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382244/Britannia_Milk_Bikis_itvkjl.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382244/Britannia_Milk_Bikis_itvkjl.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382244/Britannia_Milk_Bikis_itvkjl.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382244/Britannia_Milk_Bikis_itvkjl.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382244/Britannia_Milk_Bikis_itvkjl.png",,34,Britannia Milk Bikis,Britannia Milk Bikis,https://res.cloudinary.com/deehc60xa/image/upload/v1773382244/Britannia_Milk_Bikis_itvkjl.png
Broccoli,ബ്രോക്കോളി,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776436/Broccoli_wa5hgw.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776436/Broccoli_wa5hgw.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776436/Broccoli_wa5hgw.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776436/Broccoli_wa5hgw.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776436/Broccoli_wa5hgw.png,,35,Broccoli,Broccoli,https://res.cloudinary.com/deehc60xa/image/upload/v1772776436/Broccoli_wa5hgw.png
Cabbage,കാബേജ്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1775678952/cabbage2_o9lc3m.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1775678952/cabbage2_o9lc3m.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1775678952/cabbage2_o9lc3m.png",https://res.cloudinary.com/deehc60xa/image/upload/v1775678952/cabbage2_o9lc3m.png,https://res.cloudinary.com/deehc60xa/image/upload/v1775678952/cabbage2_o9lc3m.png,,36,Cabbage,Cabbage,https://res.cloudinary.com/deehc60xa/image/upload/v1775678952/cabbage2_o9lc3m.png
Capsicum,ക്യാപ്സിക്കം,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776442/Capsicum_ibpjup.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776442/Capsicum_ibpjup.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776442/Capsicum_ibpjup.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776442/Capsicum_ibpjup.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776442/Capsicum_ibpjup.png,,37,Capsicum,Capsicum,https://res.cloudinary.com/deehc60xa/image/upload/v1772776442/Capsicum_ibpjup.png
Carrot,കാരറ്റ്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772781725/Carrot_xr9i8l.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772781725/Carrot_xr9i8l.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772781725/Carrot_xr9i8l.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772781725/Carrot_xr9i8l.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772781725/Carrot_xr9i8l.png,,38,Carrot,Carrot,https://res.cloudinary.com/deehc60xa/image/upload/v1772781725/Carrot_xr9i8l.png
Cashew,കശുവണ്ടി,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772781725/Carrot_xr9i8l.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774517291/Cashew_xasdpd.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774517291/Cashew_xasdpd.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774517291/Cashew_xasdpd.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772781725/Carrot_xr9i8l.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772781725/Carrot_xr9i8l.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773649157/5635_1_1_zrpuxt.jpg,39,Cashew,Cashew,https://res.cloudinary.com/deehc60xa/image/upload/v1772781725/Carrot_xr9i8l.png
Cauliflower,കോവൽഫ്ലവർ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362042/Cauliflower_yehqce.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362042/Cauliflower_yehqce.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362042/Cauliflower_yehqce.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362042/Cauliflower_yehqce.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362042/Cauliflower_yehqce.png,,40,Cauliflower,Cauliflower,https://res.cloudinary.com/deehc60xa/image/upload/v1772362042/Cauliflower_yehqce.png
Chandrika Set 3+1,ചന്ദ്രിക സെറ്റ് 3+1,,Food & Beverages,Food & Beverages,#N/A,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/chandrika_3_1_oynfdx.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/chandrika_3_1_oynfdx.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/chandrika_3_1_oynfdx.png",,,,41,Chandrika Set 3+1,Chandrika Set 3+1,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/chandrika_3_1_oynfdx.png
Chandrika Super Value Pack,ചന്ദ്രിക സൂപ്പർ വാല്യു പാക്ക്,,Personal Care,Bath Soap/Beauty Soap,#N/A,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/chandrika_value_pack_meoxl8.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/chandrika_value_pack_meoxl8.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/chandrika_value_pack_meoxl8.png",,,,42,Chandrika Super Value Pack,Chandrika Super Value Pack,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/chandrika_value_pack_meoxl8.png
Chembe,ചേമ്പ്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362043/Chembe_m3nuhm.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362043/Chembe_m3nuhm.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362043/Chembe_m3nuhm.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362043/Chembe_m3nuhm.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362043/Chembe_m3nuhm.png,,43,Chembe,Chembe,https://res.cloudinary.com/deehc60xa/image/upload/v1772362043/Chembe_m3nuhm.png
Chene,ചേന,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362043/Chembe_m3nuhm.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362043/Chembe_m3nuhm.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362043/Chembe_m3nuhm.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362043/Chembe_m3nuhm.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362043/Chembe_m3nuhm.png,,44,Chene,Chene,https://res.cloudinary.com/deehc60xa/image/upload/v1772362043/Chembe_m3nuhm.png
Chenkathali Banana,ചെങ്കത്തളി പഴം,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362045/Chene_j6si89.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362045/Chene_j6si89.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362045/Chene_j6si89.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362045/Chene_j6si89.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362045/Chene_j6si89.png,,45,Chenkathali Banana,Chenkathali Banana,https://res.cloudinary.com/deehc60xa/image/upload/v1772362045/Chene_j6si89.png
Cherupayar 1 Kg,ചെറുപയർ ഒരു കിലോ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383674/Cherupayar_1_Kg_trunj0.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383674/Cherupayar_1_Kg_trunj0.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383674/Cherupayar_1_Kg_trunj0.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383674/Cherupayar_1_Kg_trunj0.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383674/Cherupayar_1_Kg_trunj0.png",,46,Cherupayar 1 Kg,Cherupayar 1 Kg,https://res.cloudinary.com/deehc60xa/image/upload/v1773383674/Cherupayar_1_Kg_trunj0.png
Cheruthazham Ghee 500 ML,ചെറുതാഴം നെയ് 500 മില്ലി,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774859570/Cheruthazham_Ghee_500_ML_hd1mbz.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774859570/Cheruthazham_Ghee_500_ML_hd1mbz.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774859570/Cheruthazham_Ghee_500_ML_hd1mbz.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859570/Cheruthazham_Ghee_500_ML_hd1mbz.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859570/Cheruthazham_Ghee_500_ML_hd1mbz.png",,47,Cheruthazham Ghee 500 ML,Cheruthazham Ghee 500 ML,https://res.cloudinary.com/deehc60xa/image/upload/v1774859570/Cheruthazham_Ghee_500_ML_hd1mbz.png
Chicken Noodles,ചിക്കൻ നൂഡിൽസ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349136/cup_noodles_chk_ugajnn.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/cup_noodles_chk_ugajnn.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/cup_noodles_chk_ugajnn.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/cup_noodles_chk_ugajnn.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/cup_noodles_chk_ugajnn.png",,48,Chicken Noodles,Chicken Noodles,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/cup_noodles_chk_ugajnn.png
Chikku,ചിക്കു,Not Specified,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362044/Chikku_gl7clp.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362044/Chikku_gl7clp.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362044/Chikku_gl7clp.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362044/Chikku_gl7clp.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362044/Chikku_gl7clp.png,,49,Chikku,Chikku,https://res.cloudinary.com/deehc60xa/image/upload/v1772362044/Chikku_gl7clp.png
Comfort Conditioner 860ml,കമ്പർട്ട് കണ്ടീഷണർ 860 മില്ലി,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349135/comfort-conditioner_qnjc7m.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/comfort-conditioner_qnjc7m.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/comfort-conditioner_qnjc7m.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/comfort-conditioner_qnjc7m.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/comfort-conditioner_qnjc7m.png",,50,Comfort Conditioner 860ml,Comfort Conditioner 860ml,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/comfort-conditioner_qnjc7m.png
Cordia Coconut Oil,കോർഡിയ തേങ്ങാ എണ്ണ,,Home Care,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774859455/Cordia_Coconut_Oil_vffmvv.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774859455/Cordia_Coconut_Oil_vffmvv.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774859455/Cordia_Coconut_Oil_vffmvv.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859455/Cordia_Coconut_Oil_vffmvv.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859455/Cordia_Coconut_Oil_vffmvv.png",,51,Cordia Coconut Oil,Cordia Coconut Oil,https://res.cloudinary.com/deehc60xa/image/upload/v1774859455/Cordia_Coconut_Oil_vffmvv.png
Coriander,മല്ലിയില,,Fruits & Vegatables,Fruits & Vegatables,#REF!,,#REF!,#REF!,,#REF!,,52,Coriander,Coriander,
Cucumber,വെള്ളരിക്ക,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772419698/Coriander_auu0xj.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772419698/Coriander_auu0xj.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772419698/Coriander_auu0xj.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772419698/Coriander_auu0xj.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772419698/Coriander_auu0xj.png,,53,Cucumber,Cucumber,https://res.cloudinary.com/deehc60xa/image/upload/v1772419698/Coriander_auu0xj.png
Cup Cake,കപ്പ് കേക്ക്,,Food & Beverages,Food & Beverages,#REF!,,#REF!,#REF!,,#REF!,,54,Cup Cake,Cup Cake,
Custard Powder,കസ്റ്റാർഡ് പൊടി,Nut-ji,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774855480/Custard_Powder_ypbbpe.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774855480/Custard_Powder_ypbbpe.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774855480/Custard_Powder_ypbbpe.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774855480/Custard_Powder_ypbbpe.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774855480/Custard_Powder_ypbbpe.png",,55,Custard Powder,Custard Powder,https://res.cloudinary.com/deehc60xa/image/upload/v1774855480/Custard_Powder_ypbbpe.png
Dairy Star Cow Ghee 500ml,ഡയറി സ്റ്റാർ പശു നെയ് 500 മില്ലി,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774855276/Dairy_Star_Cow_Ghee_500ml_a8tdm7.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774855276/Dairy_Star_Cow_Ghee_500ml_a8tdm7.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774855276/Dairy_Star_Cow_Ghee_500ml_a8tdm7.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774855276/Dairy_Star_Cow_Ghee_500ml_a8tdm7.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774855276/Dairy_Star_Cow_Ghee_500ml_a8tdm7.png",,56,Dairy Star Cow Ghee 500ml,Dairy Star Cow Ghee 500ml,https://res.cloudinary.com/deehc60xa/image/upload/v1774855276/Dairy_Star_Cow_Ghee_500ml_a8tdm7.png
Dalda Sunflower Oil,ഡാൾഡ സൺഫ്ലവർ ഓയിൽ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774516784/Dalda_Sunflower_Oil_lobgue.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774516784/Dalda_Sunflower_Oil_lobgue.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774516784/Dalda_Sunflower_Oil_lobgue.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774516784/Dalda_Sunflower_Oil_lobgue.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774516784/Dalda_Sunflower_Oil_lobgue.png",,57,Dalda Sunflower Oil,Dalda Sunflower Oil,https://res.cloudinary.com/deehc60xa/image/upload/v1774516784/Dalda_Sunflower_Oil_lobgue.png
Dark Fantasy Bourbon,ഡാർക്ക് ഫാന്റസി ബോർബൺ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382231/Sunfeast_Dark_Fantasy_Bourbon_zwnqie.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382231/Sunfeast_Dark_Fantasy_Bourbon_zwnqie.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382231/Sunfeast_Dark_Fantasy_Bourbon_zwnqie.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382231/Sunfeast_Dark_Fantasy_Bourbon_zwnqie.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382231/Sunfeast_Dark_Fantasy_Bourbon_zwnqie.png",,58,Dark Fantasy Bourbon,Dark Fantasy Bourbon,https://res.cloudinary.com/deehc60xa/image/upload/v1773382231/Sunfeast_Dark_Fantasy_Bourbon_zwnqie.png
Dark Fantasy Choco fills,ഡാർക്ക് ഫാന്റസി ചോകോഫിൽസ്,Sunfeast,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382238/Sunfeast_Dark_Fantasy_Choco_fills_ypkdnv.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382238/Sunfeast_Dark_Fantasy_Choco_fills_ypkdnv.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382238/Sunfeast_Dark_Fantasy_Choco_fills_ypkdnv.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382238/Sunfeast_Dark_Fantasy_Choco_fills_ypkdnv.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382238/Sunfeast_Dark_Fantasy_Choco_fills_ypkdnv.png",,59,Dark Fantasy Choco fills,Dark Fantasy Choco fills,https://res.cloudinary.com/deehc60xa/image/upload/v1773382238/Sunfeast_Dark_Fantasy_Choco_fills_ypkdnv.png
Dark Fantasy Choco fills Large,ഡാർക്ക് ഫാന്റസി ചോകോഫിൽസ് ലാർജ്,Sunfeast,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382236/Sunfeast_Dark_Fantasy_Choco_fills_Large_ws6mkp.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382236/Sunfeast_Dark_Fantasy_Choco_fills_Large_ws6mkp.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382236/Sunfeast_Dark_Fantasy_Choco_fills_Large_ws6mkp.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382236/Sunfeast_Dark_Fantasy_Choco_fills_Large_ws6mkp.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382236/Sunfeast_Dark_Fantasy_Choco_fills_Large_ws6mkp.png",,60,Dark Fantasy Choco fills Large,Dark Fantasy Choco fills Large,https://res.cloudinary.com/deehc60xa/image/upload/v1773382236/Sunfeast_Dark_Fantasy_Choco_fills_Large_ws6mkp.png
